experiment,session_code,group_id,round,sent_amount,sent_back_amount,sent_reason,sent_back_reason,reason_sent_self_payoff,reason_sent_other_payoff,reason_sent_fairness,reason_sent_trust,reason_back_self_payoff,reason_back_other_payoff,reason_back_fairness,reason_back_trust
ftrust,8gybpihg,4,4,50,50,"In the previous rounds, investing 50 points proved to be a balanced strategy resulting in fair returns from the manager. This approach encourages trust and cooperation while maintaining a stable gain for both parties.","I chose to return 50 points as a dividend to maintain consistency with previous rounds, fostering trust with the investor.",7.0,7.0,9.0,9.0,3.0,4.0,5.0,9.0
ftrust,8gybpihg,4,5,50,50,"Since investing 50 points has been a consistent strategy yielding equal payoffs for both myself and the manager, I choose to continue this strategy in Round 5.",Maintaining consistency with prior rounds and ensuring both parties have equal payoffs.,8.0,7.0,8.0,6.0,5.0,7.0,9.0,7.0
ftrust,8gybpihg,4,6,50,50,"In previous rounds, investing 50 points resulted in a balanced outcome where both the manager and I ended up with 100 points each. This consistent strategy seems beneficial for both parties.","To maintain consistency and fairness towards the investor, ensuring both sides continue to benefit equally.",7.0,7.0,8.0,6.0,6.0,6.0,10.0,8.0
ftrust,8gybpihg,4,7,50,50,"I have consistently invested 50 points in each round, and the manager has consistently returned 50 points. Maintaining this strategy has led to equal payoffs and mutual benefit in each round.","In the previous rounds, I consistently returned 50 points to the investor. This has resulted in a mutual payoff of 100 points each for both the investor and me. Given the consistent strategy and its success, I choose to continue the same approach.",7.0,7.0,9.0,8.0,8.0,8.0,9.0,8.0
ftrust,8gybpihg,4,8,50,50,"In previous rounds, investing 50 points resulted in optimal and consistent returns from the manager, ensuring a total payoff of 100 points for both parties. Maintaining this strategy should continue the mutually beneficial outcome.","Consistently returning 50 points ensures that both I and the investor end up with 100 points each round, maintaining trust and fair distribution of points.",8.0,7.0,7.0,7.0,8.0,8.0,10.0,9.0
ftrust,8gybpihg,4,9,50,50,"Investing 50 points has led to favorable outcomes in previous rounds, maintaining a balanced payoff for both the investor and the manager.","I have consistently returned 50 points in previous rounds, ensuring equal payoff for both participants and maintaining trust.",7.0,6.0,8.0,7.0,5.0,7.0,9.0,9.0
ftrust,8gybpihg,4,10,50,50,"Through the previous rounds, both the manager and I have built trust by consistently sending back and receiving 50 points respectively. By continuing to invest 50 points in the final round, I maintain this established strategy which has yielded balanced outcomes so far.","Maintaining a consistent strategy of fairness and trust has worked well so far, resulting in mutual benefits. Returning 50 points ensures both parties continue to profit equally, and it upholds the positive investment dynamic established in previous rounds.",7.0,6.0,8.0,10.0,7.0,7.0,10.0,10.0
ftrust,8gybpihg,5,1,50,75,Investing 50 points balances potential risk and reward. It provides the manager a substantial amount to work with while also retaining half of the initial endowment.,Returning 75 points as a dividend ensures a fair distribution while also allowing the manager to keep a portion of the profits.,8.0,6.0,7.0,6.0,7.0,5.0,9.0,6.0
ftrust,8gybpihg,5,2,60,90,"The manager returned more points than I invested in the first round, suggesting a trustworthy and cooperative behavior. Therefore, I am willing to invest a bit more in the second round to see if this pattern continues.","Increasing the returned dividend to 90 points ensures a fair distribution and maintains investor trust, potentially leading to higher investments in future rounds.",7.0,4.0,5.0,8.0,7.0,4.0,10.0,9.0
ftrust,8gybpihg,5,3,70,105,"The manager has returned favorable dividends so far, so I am willing to invest a higher amount to potentially earn more points.","The investor has been increasing their investment each round and I want to maintain their trust. By returning 105 points, I keep a balanced approach where both parties benefit fairly.",9.0,1.0,1.0,8.0,6.0,6.0,8.0,9.0
ftrust,8gybpihg,5,4,80,120,The manager has consistently provided favorable dividends with increasing returns. I am willing to invest a higher amount this round to maintain the momentum and potentially maximize my returns.,"In previous rounds, I have consistently returned 50% of the multiplied amount. Maintaining this strategy, I will return 120 points to the investor.",10.0,1.0,1.0,6.0,3.0,6.0,8.0,7.0
ftrust,8gybpihg,5,5,90,135,"Given the manager's consistent favorable returns, I am willing to invest a higher amount to maximize the potential returns further.","Based on the previous rounds, I have returned half of the amount received as dividends. In this round, the investor invested 90 points, resulting in 270 points when multiplied by 3. Returning 135 points maintains the consistency and fairness observed in previous rounds.",10.0,1.0,1.0,6.0,3.0,5.0,9.0,7.0
ftrust,8gybpihg,5,6,100,150,"Based on the manager's consistent performance so far in returning favorable dividends, I am confident and willing to invest the maximum amount to potentially earn the highest returns possible.","I want to maintain a level of trust and fairness with the investor, based on the pattern of previous returns. Returning 150 points as a dividend ensures both the investor and I receive equal payoffs this round.",10.0,1.0,1.0,8.0,6.0,6.0,10.0,9.0
ftrust,8gybpihg,5,7,90,135,"Given the manager's consistent favorable returns, I am willing to invest a higher amount to maximize the potential returns further.","In previous rounds, I consistently returned 50% of the total points received to ensure a fair split and maintain the investor's trust. Hence, I decided to continue with this strategy.",10.0,1.0,1.0,6.0,4.0,4.0,9.0,9.0
ftrust,8gybpihg,5,8,100,150,"Given the manager's consistent favorable returns and my desire to maximize potential returns, I am willing to invest the maximum amount.","The investor has consistently received a dividend equal to half of the multiplied investment in previous rounds. To maintain consistency and fairness, I send back 150 points, which is half of the 300 points received.",10.0,1.0,1.0,7.0,5.0,7.0,9.0,8.0
ftrust,8gybpihg,5,9,100,150,"Based on the manager's consistent performance in returning favorable dividends in previous rounds, I am confident and willing to invest the maximum amount to potentially earn the highest returns possible.","Returning 150 points ensures a fair division of the multiplied points (300), as has been done in previous rounds to maintain trust and balance between the manager and the investor.",10.0,2.0,2.0,8.0,6.0,6.0,9.0,8.0
ftrust,8gybpihg,5,10,90,135,"Given the manager's consistent favorable returns, I am willing to invest a higher amount to maximize the potential returns further.","The investor invested 90 points. In the past rounds, a fair approach was to return half of the total points available after multiplication. Thus, I will send back 135 points as it aligns with my consistent strategy of maintaining trust and reciprocity.",10.0,1.0,1.0,7.0,2.0,6.0,8.0,9.0
ftrust,ay0nwi9t,1,1,50,75,"Investing 50 points would result in a balanced outcome where the manager receives 150 points. This should be enough to incentivize the manager to return a fair dividend, aiming for an equal distribution of points in the end.","I chose to send back 75 points to balance fairness and personal gain. It ensures the investor is repaid with profit (125 points total), while I, as the manager, also retain a good portion (75 points). This approach fosters trust and incentivizes future investment.",7.0,6.0,9.0,8.0,8.0,7.0,9.0,9.0
ftrust,ay0nwi9t,1,2,50,75,"In the previous round, investing 50 points resulted in a positive outcome. Therefore, I will invest the same amount in round 2, aiming for a balanced distribution of points.",Matching the previous round's dividend to maintain trust. This amount equals half of the total points available after multiplying the investment.,8.0,4.0,6.0,5.0,5.0,5.0,8.0,9.0
ftrust,ay0nwi9t,1,3,50,75,Based on the positive results from previous rounds where investing 50 points led to a fair distribution of points and increased overall payoff.,"In the previous two rounds, I maintained a consistent approach by returning 75 points to the investor, which seems to foster a cooperative relationship. To continue building trust and potentially ensure recurring investments, I decide to return the same amount.",6.0,6.0,8.0,7.0,6.0,5.0,7.0,9.0
ftrust,ay0nwi9t,1,4,50,75,"Based on the consistent positive results from the previous rounds, where investing 50 points led to a fair distribution of points and maximized overall payoff.","I have consistently chosen to return 75 points as a dividend in the previous rounds, maintaining the investor's trust and ensuring a balanced payoff for both parties.",7.0,6.0,8.0,7.0,7.0,7.0,8.0,9.0
ftrust,ay0nwi9t,1,5,50,75,"Based on the consistent positive results from previous rounds, where investing 50 points led to a fair distribution of points and maximized overall payoff.",I have consistently returned 75 points as a dividend in previous rounds. This strategy seems fair and maintains a balanced return for both parties.,8.0,5.0,8.0,7.0,5.0,5.0,9.0,8.0
ftrust,ay0nwi9t,1,6,50,75,"Based on the consistent positive results from the previous rounds, where investing 50 points led to a fair distribution of points and maximized overall payoff for both participants.","I decided to maintain consistency in my choices across rounds by returning 75 points to the investor, as it has been beneficial for both parties so far.",6.0,7.0,8.0,7.0,8.0,8.0,7.0,9.0
